State Name,Two Wheeler,Three Wheeler,Four Wheeler,Goods Vehicles,Public Service Vehicle,Special Category Vehicles,Ambulance/Hearses,Construction Equipment Vehicle,Other,Grand Total,total-charging-stations,Charging_Station_Share (%),Chargers per 1k EVs,EV_per_Station,State Population (millions),State Area (km²),Urbanization Rate (%),EV-Friendly Policy Score,EV Registrations (in thousands),Electricity Rate (Rs/unit),Smart Cities Count
Delhi,73064,4079,3482,46.6,20.2,2,6,4,241,34901,474,10.39,4.239745,4574.53131,32.71,13423.82,69.02,3,734,7.26,12
Karnataka,6351,45072,6057,381.0,32.5,28,7,7,855,182782,905,19.23,1.075422,3238.186352,222.54,13779.62,21.62,9,85,6.31,15
Bihar,34662,104920,3858,412.3,28.8,7,0,5,1970,128779,150,13.7,4.916674,1008.395475,186.2,83735.5,45.84,9,152,4.36,6
Maharashtra,8415,82477,3027,55.6,128.7,26,2,7,530,133760,31,16.13,3.519618,757.4928,211.85,335360.31,20.53,2,938,8.45,16
Rajasthan,27222,102839,4686,131.2,211.5,15,2,9,1310,72469,289,14.11,7.977639,147.792655,233.67,346248.98,29.41,2,620,5.13,11
Tamil Nadu,60111,109046,2463,338.5,125.7,7,3,8,1740,90060,335,23.0,3.024191,4664.167784,24.59,63014.96,23.24,2,239,4.38,15
Assam,20416,74363,4205,437.5,147.9,15,0,2,729,224817,111,7.81,0.335387,1266.822206,230.66,195852.02,38.17,2,654,4.24,15
West Bengal,41150,57823,1504,231.2,234.6,17,3,1,882,189974,690,14.78,3.945,4761.770671,43.21,264007.73,81.52,5,229,5.34,5
Haryana,4302,117876,8236,265.9,375.5,25,3,6,1001,100931,518,24.63,4.173296,4701.787133,112.1,137027.93,50.15,10,821,4.01,15
Uttarakhand,70863,89056,4967,491.8,350.1,11,0,1,563,56584,247,22.23,6.649351,2133.544098,84.39,284218.89,88.18,9,528,6.22,17
Gujarat,5002,115988,3650,390.2,232.1,8,6,6,1254,72974,110,18.9,2.251534,3471.579444,111.72,170223.97,60.32,4,400,7.02,1
Punjab,54599,41158,9045,326.9,289.2,17,0,9,1000,242473,219,24.02,2.4483,4356.692967,36.62,66531.49,59.19,7,734,5.84,6
Kerala,32021,9672,7071,229.6,445.7,26,0,4,1962,282759,642,22.81,1.417947,3739.901902,184.39,128735.84,65.26,3,651,4.16,2
Madhya Pradesh,1482,53268,3756,105.7,119.9,15,1,7,44,32634,415,21.65,4.146753,4578.556112,249.14,206120.18,42.42,8,416,7.28,13
Chhattisgarh,64480,34391,9902,126.8,269.7,17,3,6,1504,166662,940,0.76,3.94988,3040.844646,6.02,338074.65,40.16,7,756,5.26,4
Jharkhand,6886,114614,6585,494.2,404.7,7,0,9,41,262536,543,3.19,4.197171,1719.2523,239.65,320405.05,31.45,10,756,6.31,11
Odisha,8547,106713,4529,470.8,26.0,29,5,9,1333,266334,684,22.0,3.457793,4127.492059,119.19,349332.92,38.56,8,633,5.25,18
Telangana,40295,84425,2426,349.2,379.1,29,6,6,1338,262283,304,9.95,8.229742,2810.774159,53.74,22356.24,48.41,2,881,7.91,12
Andhra Pradesh,17844,66971,5982,204.2,166.1,27,2,0,652,163148,936,15.15,1.206973,4883.841007,156.97,175528.26,30.34,2,775,3.37,15
Uttar Pradesh,11536,21387,4628,343.4,493.9,5,3,3,1992,163661,373,4.92,0.236825,141.00718,80.59,76766.73,53.6,5,331,7.94,6
Delhi,22513,105902,8552,47.0,20.4,5,0,0,1281,192975,315,7.64,5.994502,2582.433142,229.03,246503.51,43.97,8,475,8.19,6
Karnataka,45110,91970,5182,312.4,395.6,1,8,9,275,157601,472,12.45,2.463207,4175.159017,133.94,168230.94,54.05,2,792,7.88,5
Bihar,22369,52245,6606,217.2,137.6,12,6,0,307,63483,982,8.35,0.355909,507.334367,187.48,97438.49,21.31,7,791,3.3,4
Maharashtra,13978,9166,5687,248.0,265.2,21,1,4,174,298454,30,4.46,3.7836,2598.026288,162.41,63130.7,37.87,4,369,8.04,5
Rajasthan,33906,76432,9359,437.8,372.5,17,9,3,1545,123348,516,4.7,0.510519,579.60045,151.53,159967.79,71.13,6,772,5.14,10
Tamil Nadu,64733,91599,9891,282.2,319.9,15,7,1,900,269472,188,23.09,8.19886,3117.052662,75.67,106488.08,82.05,3,205,8.1,3
Assam,52689,52568,5892,265.2,136.1,17,4,8,805,49189,861,16.93,5.308995,1286.104192,196.82,58829.84,34.09,3,106,6.07,13
West Bengal,58212,66883,4500,484.2,421.9,10,0,0,1237,69685,816,17.03,4.534305,4999.551816,162.02,343415.48,89.8,2,512,6.26,6
Haryana,38230,27796,9985,91.3,439.9,27,0,6,618,89181,316,2.69,7.456549,2705.898748,191.15,63980.97,69.15,1,170,4.57,1
Uttarakhand,4275,91755,5736,427.0,449.6,20,6,5,1268,106945,641,5.66,9.264315,401.918962,191.24,322662.27,50.02,4,717,5.31,18
Gujarat,69253,99545,6449,241.3,319.9,12,5,5,1945,288668,797,14.76,4.177748,2940.308227,45.3,264561.11,70.24,2,233,8.74,5
Punjab,15233,93585,6715,298.8,156.3,14,8,2,1026,206833,109,12.73,4.35403,4661.368849,12.78,201931.47,52.16,1,16,8.4,19
Kerala,57774,53299,2675,174.8,315.8,18,1,6,1863,73580,581,4.43,6.828711,1173.718436,134.39,87342.65,82.53,7,795,3.88,5
Madhya Pradesh,8011,107477,2886,89.7,289.7,12,5,8,1338,16879,428,10.4,5.921685,4352.355242,62.06,342546.84,39.12,7,878,8.51,14
Chhattisgarh,66206,98956,2195,204.8,457.3,3,8,4,245,140956,472,9.4,3.040989,2426.848529,168.59,168960.33,85.73,1,882,8.46,16
Jharkhand,51252,48594,958,290.2,186.2,13,8,4,159,203849,529,22.15,8.806126,3253.863351,93.71,261879.68,55.27,9,368,5.61,12
Odisha,5171,80565,1414,232.0,275.4,1,0,9,1253,97924,471,9.09,0.695213,1211.676212,7.62,158995.18,78.05,1,364,5.25,3
Telangana,65345,47846,5136,217.2,233.7,25,3,0,1825,165574,718,16.1,3.028442,967.480825,222.12,309378.52,86.13,2,327,6.43,16
Andhra Pradesh,73367,70652,4102,179.2,166.3,26,3,5,472,174826,351,5.82,1.031536,3104.963995,142.88,297800.9,58.99,2,468,8.97,5
Uttar Pradesh,15100,81733,4301,137.9,296.2,23,5,6,1772,209779,850,8.95,8.295554,874.561344,62.88,160883.65,89.6,4,901,6.52,12
Delhi,1117,41542,6837,412.6,121.0,21,2,6,960,20532,305,7.01,8.841969,3437.82061,222.3,78482.14,24.08,6,795,4.22,3
Karnataka,50935,114823,9690,53.1,410.3,13,2,4,1542,155428,513,20.45,4.276222,4011.942904,214.73,217490.67,70.64,7,211,6.15,12
Bihar,47098,19127,9550,215.3,49.9,12,2,4,261,209564,610,6.57,4.761006,2327.716047,214.89,316613.09,74.11,9,696,5.17,8
Maharashtra,65853,78856,7239,87.9,101.6,11,3,0,1608,246701,792,3.62,5.445233,2111.207416,16.6,246978.79,86.36,2,826,7.49,8
Rajasthan,42943,96671,9849,222.6,402.4,10,4,1,1057,63153,536,5.51,5.724268,2335.424639,75.26,299156.68,70.63,1,967,4.68,14
Tamil Nadu,41517,101323,4009,379.7,140.8,14,8,0,584,286153,313,14.81,5.704947,466.39517,181.48,278839.82,43.98,7,714,7.43,19
Assam,1913,89483,1080,378.3,354.6,24,9,5,1151,55211,736,9.4,8.291042,2546.72786,186.86,129281.72,43.82,10,906,5.63,13
West Bengal,57916,105876,2025,66.5,498.5,27,6,2,1867,142151,688,21.61,1.177945,3949.633152,180.57,178411.6,29.76,6,424,3.33,11
Haryana,50915,28955,1375,237.9,157.1,5,8,5,1124,158761,260,9.43,1.991199,4155.431971,184.36,249871.46,37.38,4,859,6.0,1
Uttarakhand,25562,110479,6213,258.4,224.8,2,7,2,1170,265578,641,12.82,3.195046,3409.526658,86.96,124499.71,59.16,4,598,5.03,5
Gujarat,62423,27487,7916,285.2,485.8,7,6,1,818,98237,958,21.68,2.371666,502.831541,181.21,106915.27,45.9,8,111,5.6,4
Punjab,17269,62930,2374,66.4,165.5,0,7,4,1985,32888,193,6.3,5.130969,1235.009031,39.68,85779.35,39.72,1,368,5.91,10
Kerala,13571,107080,2722,236.3,72.5,13,3,7,308,260123,675,6.06,9.447557,580.067899,89.91,320745.24,73.64,3,377,7.41,11
Madhya Pradesh,48578,86383,5916,146.4,84.0,13,4,1,1539,152052,762,1.74,7.748789,4926.581156,74.17,57343.91,54.48,4,935,5.03,10
Chhattisgarh,47905,113961,1939,51.4,258.5,6,6,2,557,236116,330,11.51,1.125692,3262.957122,96.04,234550.0,63.03,1,241,6.69,17
Jharkhand,50775,39581,9875,222.6,453.9,16,4,3,202,85002,847,16.71,0.265407,4546.161668,68.23,218438.53,32.51,8,655,8.38,6
Odisha,56596,74299,2821,262.1,482.2,26,1,4,1541,233006,292,24.22,7.910423,1399.620048,152.35,67867.98,41.42,1,792,5.45,17
Telangana,59342,87500,7044,231.9,48.9,9,0,9,1678,94791,173,24.7,2.724117,1228.946823,205.21,191749.11,33.7,10,696,8.47,6
Andhra Pradesh,53248,36096,4019,38.1,27.7,2,3,8,1903,49110,663,0.99,5.108689,2691.454501,99.42,56505.31,73.84,8,925,3.34,1
Uttar Pradesh,27129,114118,4180,3.4,358.9,14,4,9,1875,201868,816,16.77,3.732094,1690.127865,67.13,227757.73,48.16,9,52,7.04,10
Delhi,64527,90499,2062,27.3,52.8,25,8,4,1343,82249,30,12.63,4.690971,1810.040609,180.97,265376.99,25.69,4,912,5.54,3
Karnataka,21928,40108,6154,48.0,204.4,2,0,2,742,145786,551,21.55,6.726526,650.590482,228.33,322009.18,80.14,3,979,8.03,11
Bihar,30824,8551,6516,241.2,164.4,28,6,7,764,297040,982,8.56,1.523728,549.769167,188.01,71534.26,70.79,6,563,4.24,4
Maharashtra,23206,102350,5538,279.6,305.5,16,1,0,1364,26577,388,22.07,9.985149,3802.885567,92.63,325119.02,72.72,3,581,5.62,1
Rajasthan,77936,6278,9991,490.9,363.2,22,3,9,1557,152978,900,11.52,2.138116,110.52033,185.33,73390.71,76.18,1,356,3.87,7
Tamil Nadu,7014,48868,6909,420.4,19.6,25,9,6,905,11025,726,21.37,1.604806,3400.938975,70.58,35561.53,31.16,7,300,8.19,17
Assam,24431,29823,3373,266.8,132.0,29,5,2,225,225678,573,13.92,6.296533,3938.878357,45.4,93750.59,23.89,3,22,6.84,3
West Bengal,38725,57847,750,447.5,131.4,9,8,6,1882,101678,549,1.88,2.428419,952.955151,242.87,183410.17,53.29,10,958,7.16,11
Haryana,39138,8602,4941,319.8,45.8,14,0,5,1725,182896,340,24.82,6.604398,2585.864859,189.09,197631.17,53.56,6,602,6.13,14
Uttarakhand,34131,20990,2287,457.9,207.6,10,0,0,1486,262583,152,23.79,1.109343,354.815208,214.74,279666.35,72.6,10,844,5.91,8
Gujarat,55992,61170,3636,231.5,241.9,27,6,8,334,103845,509,19.66,4.437202,1283.887123,92.15,15695.38,88.34,1,568,3.83,13
Punjab,60432,97895,4025,278.0,359.5,5,6,6,1174,86559,380,17.74,8.210057,557.479713,66.6,349525.26,88.37,6,548,4.13,5
Kerala,2463,94863,5589,255.5,236.4,12,9,5,410,198288,591,23.28,0.216838,2427.932868,172.94,144149.99,49.75,7,890,5.17,9
Madhya Pradesh,37111,91241,5482,268.6,347.7,19,9,3,1163,69737,584,4.16,2.416836,3212.440114,163.28,233951.74,72.82,5,949,8.52,15
Chhattisgarh,34043,10727,4526,380.9,454.7,13,8,5,1931,263644,603,22.56,9.28663,446.411941,226.94,54787.66,87.74,10,401,5.78,19
Jharkhand,2416,78753,4929,150.5,16.9,5,4,6,64,132574,219,21.64,5.832805,4022.675446,148.49,31556.41,49.74,4,342,4.12,8
Odisha,36858,99972,4964,395.1,352.6,29,0,8,1425,193868,893,11.51,4.328997,3408.209381,175.31,80694.77,87.87,7,41,6.07,11
Telangana,75812,104524,5163,85.7,152.8,25,5,1,967,124349,718,18.99,2.958383,953.530777,19.93,195980.97,26.23,5,233,3.65,17
Andhra Pradesh,35276,41464,8425,100.9,111.7,24,3,4,1946,53460,286,6.86,8.69163,3027.820759,91.13,211974.97,49.88,1,851,6.22,16
Uttar Pradesh,20255,23626,3214,119.4,148.8,12,5,3,1430,29984,249,21.48,1.126653,3864.265925,32.55,346290.79,68.76,2,957,8.81,17
Delhi,48379,44461,5050,107.1,477.7,3,0,6,1442,196467,961,5.28,1.990193,1178.210767,106.5,208532.79,24.29,3,656,6.33,1
Karnataka,26249,74339,8225,71.3,457.4,23,4,8,968,63712,541,22.59,3.530728,1053.367553,85.28,242479.71,85.78,7,349,5.71,19
Bihar,7742,55226,7493,243.6,5.0,27,9,0,592,107134,674,15.73,1.920467,2718.563022,176.58,171081.36,82.61,4,695,7.64,7
Maharashtra,42325,7417,7898,56.8,242.3,6,1,6,1202,222480,621,1.9,6.960315,2838.311473,234.21,119071.11,34.72,1,872,7.3,11
Rajasthan,60646,62674,1689,320.6,178.6,4,8,0,958,155509,137,5.25,1.244265,2082.562518,245.64,293207.11,57.99,7,655,8.87,2
Tamil Nadu,66580,84599,5300,471.5,110.8,26,8,5,130,154022,696,9.14,0.796561,4530.785828,17.25,139879.75,86.95,5,717,4.04,14
Assam,21287,79078,3045,191.9,391.5,15,4,1,1179,121296,33,2.87,1.170416,2385.903169,209.64,155265.72,64.79,3,858,4.34,17
West Bengal,71323,90749,7991,137.4,390.3,23,4,0,1207,260161,861,13.87,2.55605,4733.631451,130.73,128554.32,24.89,4,143,4.78,7
Haryana,35143,51465,9975,3.4,82.9,25,6,6,82,168279,535,9.56,8.580151,1842.972864,25.04,303580.68,85.26,6,506,7.69,17
Uttarakhand,4324,2798,1377,449.8,302.5,24,5,6,733,46476,400,22.92,3.763995,4058.970341,28.11,273811.28,37.77,9,625,4.33,14
Gujarat,47959,49350,5361,36.7,87.8,3,2,9,914,263452,47,4.6,7.122983,2719.208171,215.05,206365.75,31.68,1,570,7.9,7
Punjab,10273,34114,2213,337.8,402.6,13,4,9,1923,52110,419,11.41,6.129393,4053.426442,229.86,259305.57,47.08,7,632,6.86,2
Kerala,73232,59112,4169,17.7,277.7,10,3,0,1999,86393,120,11.3,8.122644,3486.421464,35.02,127113.13,76.13,10,173,7.89,6
Madhya Pradesh,55412,10289,6695,354.8,26.0,10,9,6,1828,63847,170,1.85,4.10447,718.63048,137.37,190160.08,33.01,4,72,8.6,11
Chhattisgarh,37135,7558,8117,426.3,290.6,19,8,2,1142,112539,449,9.09,1.394633,1675.45861,77.13,47306.89,88.3,10,283,3.38,9
Jharkhand,18976,88715,1216,89.4,481.2,28,1,8,1684,191245,207,21.32,7.773754,4013.005298,44.34,114960.53,88.38,1,751,8.19,2
Odisha,78650,84246,5714,441.2,56.3,12,8,2,1364,259625,397,11.03,9.046483,3189.561109,91.06,245516.3,87.77,10,124,6.24,16
Telangana,34080,104712,2633,7.7,343.8,8,3,1,319,41362,396,3.28,6.572258,2878.977748,86.37,148572.06,46.63,3,883,7.6,8
Andhra Pradesh,79016,102105,4552,366.4,161.9,12,0,3,163,259321,396,10.29,1.976591,3613.269655,126.96,312685.99,89.7,3,755,8.66,15
Uttar Pradesh,8814,78124,6974,115.0,57.5,20,5,3,1653,237792,954,20.49,5.265266,4081.170342,213.51,13479.35,61.52,2,280,6.37,1
Delhi,45472,50484,2558,311.2,258.2,28,8,3,1161,162497,599,15.06,4.02797,707.925278,190.46,260612.57,48.73,2,258,5.88,16
Karnataka,28150,4575,1661,30.4,279.0,11,2,1,642,35020,555,14.07,6.265467,4108.110009,92.82,13955.44,60.84,7,959,6.14,13
Bihar,75564,37317,4971,74.0,100.3,9,2,4,415,269296,422,1.31,4.847311,3112.201561,201.92,108652.21,36.48,2,149,7.54,16
Maharashtra,12754,118929,7805,146.9,138.8,1,7,5,1875,159983,883,7.89,4.802489,4642.748318,83.86,312046.45,83.69,8,244,5.37,18
Rajasthan,71984,68958,7479,399.3,115.5,7,7,3,1179,255072,10,13.03,9.452508,4112.516782,30.37,129014.39,83.62,2,270,4.96,11
Tamil Nadu,24168,20784,2538,37.4,386.7,9,8,0,1925,84728,643,20.94,7.939057,3172.542889,6.06,94348.64,87.51,1,994,4.41,12
Assam,15368,1126,8013,245.7,251.8,3,5,3,1135,31482,192,8.87,7.761687,1749.5585,89.47,345420.9,62.94,4,819,8.4,8
West Bengal,20841,73840,3576,466.7,485.3,11,9,2,1082,261077,746,11.66,5.164989,161.105623,161.49,316612.53,80.21,3,732,6.05,7
Haryana,70234,86056,450,206.8,165.5,7,9,0,1502,165784,363,21.82,0.819972,888.232288,82.33,87128.79,22.99,1,662,5.75,19
Uttarakhand,8662,30064,8544,248.4,178.7,13,6,2,1957,269488,924,3.2,1.396461,2797.758122,174.42,116888.62,22.34,3,376,8.46,2
Gujarat,35158,56390,6607,251.1,129.6,20,0,1,1027,53181,265,14.31,1.460931,3274.886557,201.4,206504.69,27.67,6,137,5.56,13
Punjab,69059,15150,9383,219.4,434.1,12,8,3,1738,91742,837,24.34,3.884441,4146.972843,128.74,221947.43,34.41,3,695,8.88,14
Kerala,26962,3200,1444,406.6,470.4,19,6,1,1493,85286,408,7.53,6.884043,3875.15343,88.28,179715.29,72.64,2,990,8.35,17
Madhya Pradesh,72233,118417,9801,233.2,403.9,2,5,5,486,218199,623,7.08,9.175404,785.634254,55.17,238705.3,76.31,10,214,3.04,5
Chhattisgarh,31637,30798,1376,498.8,448.2,16,1,9,1997,37000,652,8.01,3.975348,1378.014985,129.28,28318.92,52.16,4,990,4.03,16
Jharkhand,3683,76663,4506,22.9,82.2,22,0,5,630,198399,210,9.66,5.748852,1822.662922,215.12,254258.65,34.51,4,287,5.18,16
Odisha,6866,115005,7467,354.1,452.3,23,3,7,35,77013,888,7.88,5.861889,1069.443691,118.43,59946.26,81.27,6,974,4.91,2
Telangana,28909,37048,6654,167.2,133.5,19,9,1,1117,256586,528,0.98,0.73567,4590.099474,80.64,92075.69,23.0,9,804,8.72,5
Andhra Pradesh,59944,86096,9118,245.6,322.9,3,6,3,443,291291,52,21.7,5.216698,3713.556426,81.29,59738.13,80.65,1,280,4.59,7
Uttar Pradesh,3452,63320,6484,439.4,456.2,7,2,4,1976,126861,141,20.05,1.166018,3326.538533,123.58,80039.93,20.04,4,311,5.25,4
Delhi,76842,78221,3799,177.7,32.4,23,7,7,713,273938,622,7.65,3.40189,1532.005551,139.25,265591.56,60.85,5,278,8.9,15
Karnataka,78397,93323,6280,51.4,181.5,1,3,0,1438,214142,661,20.49,5.684987,3896.138027,192.2,154830.51,79.05,2,243,8.13,16
Bihar,58577,24081,6865,327.4,240.0,16,4,4,1781,12556,181,15.19,7.573029,2256.062183,207.45,193617.5,77.75,1,607,5.37,4
Maharashtra,11706,2091,6993,359.2,178.7,5,9,4,1340,198601,889,2.33,4.123607,3255.33813,112.72,200729.88,20.72,9,750,6.54,10
Rajasthan,36427,100686,577,270.0,99.5,22,8,8,994,192710,58,19.91,8.965944,1672.470754,45.58,281482.31,40.63,4,282,6.01,15
Tamil Nadu,79766,60574,1165,115.0,165.8,25,0,1,1924,96336,530,7.34,0.957658,4292.448712,35.87,117709.08,37.61,5,543,7.29,7
Assam,38868,99078,2748,475.3,181.6,9,3,3,620,283756,480,5.9,2.948338,3948.63691,59.17,61143.48,73.85,10,996,3.5,11
West Bengal,61281,116743,3805,267.9,418.5,14,7,1,705,57041,482,14.4,2.929571,1608.6485,86.34,166743.17,60.53,5,233,3.53,17
Haryana,32093,34574,658,412.0,478.5,17,5,0,92,176972,783,24.57,2.059049,898.567309,206.04,159706.29,89.44,6,700,8.45,16
Uttarakhand,5253,38584,9796,233.2,362.7,28,6,0,1689,129858,44,3.97,4.319185,1381.144438,111.11,256851.65,28.2,4,268,6.47,9
Gujarat,12101,96242,3913,288.6,123.5,6,3,1,1934,283988,160,7.16,3.613311,1749.873601,69.64,142358.31,39.72,3,962,7.72,9
Punjab,77569,39363,3812,168.0,241.1,21,5,2,1695,295581,806,10.91,3.800829,2293.708547,35.89,36412.91,67.46,9,828,4.92,1
Kerala,27891,71968,9692,4.7,194.4,1,1,3,752,32740,738,6.33,2.752153,4843.210707,94.11,126940.49,41.01,7,475,7.53,14
Madhya Pradesh,73650,19460,939,439.9,261.5,2,6,4,873,150554,909,19.49,9.557917,84.577775,174.99,26325.69,44.62,5,392,4.03,8
Chhattisgarh,38980,105055,3957,468.9,393.5,26,2,4,1801,118859,749,16.63,5.024916,2650.926401,222.92,240010.21,26.74,2,340,6.88,5
Jharkhand,17909,61084,3246,225.6,365.9,10,2,9,1250,232039,77,19.92,3.415676,2528.030979,152.6,111080.02,45.51,7,353,8.18,5
Odisha,28187,95284,2741,394.4,283.9,25,8,0,1459,47620,14,20.99,8.807404,3402.711629,143.61,225669.06,40.73,6,569,3.1,1
Telangana,36947,37055,5559,235.1,280.8,16,6,9,1058,18461,661,22.33,2.973039,4956.953666,143.58,290401.22,77.24,3,852,4.51,1
Andhra Pradesh,12047,31067,1131,27.0,326.1,0,2,9,1896,115317,286,22.63,9.755932,1983.914414,76.91,269974.29,72.86,2,899,3.48,11
Uttar Pradesh,42619,12187,6062,57.6,213.0,28,2,5,1890,103486,757,14.64,1.644779,327.866834,98.68,120498.93,47.2,6,124,5.62,11
Delhi,35232,59015,8183,129.2,497.3,13,1,6,1273,125566,170,20.22,8.280746,1855.309625,5.89,79375.49,53.41,2,66,8.4,4
Karnataka,79939,28025,2372,444.0,79.0,3,5,4,454,260873,958,3.63,8.622892,1740.636855,134.71,46612.89,74.45,6,434,5.84,17
Bihar,41931,67357,429,112.6,222.1,2,5,1,975,60198,566,21.51,1.524866,734.916481,157.08,190904.16,50.61,5,196,6.51,17
Maharashtra,72134,36317,6785,464.9,111.9,7,0,7,955,165597,211,7.67,1.283407,612.67696,57.29,288148.47,32.65,6,414,4.63,3
Rajasthan,43204,113431,1885,278.4,394.9,4,9,1,1160,79746,655,1.75,9.996181,663.027844,194.08,30204.06,62.43,8,529,5.14,8
Tamil Nadu,12228,31296,9523,478.1,312.4,23,9,6,983,113589,29,1.99,7.766537,1663.658821,149.63,30872.15,22.03,8,913,8.16,11
Assam,4527,87989,8595,347.7,196.8,29,0,4,443,44620,898,10.54,3.673136,1732.690866,184.76,238562.11,34.61,8,382,6.37,14
West Bengal,71895,24815,1875,374.7,460.4,26,8,2,207,134940,174,18.85,8.021299,2994.616906,156.66,323141.43,30.79,5,96,5.32,14
Haryana,27629,83915,8711,112.8,123.8,15,1,5,678,172776,117,11.07,7.877301,3645.15093,124.05,285249.16,57.81,4,593,5.71,19
Uttarakhand,6833,91024,2800,131.1,176.1,12,3,2,1279,275468,861,4.37,5.693035,906.10605,163.05,215064.73,23.75,5,834,8.24,1
Gujarat,39235,91893,5164,319.6,426.0,16,3,5,1119,231470,245,19.34,2.680919,129.710099,96.02,169435.46,85.79,1,336,7.52,9
Punjab,9856,81004,7909,438.2,189.0,19,1,4,1234,181360,593,11.31,1.421678,4009.693975,150.37,245052.37,20.39,6,778,6.32,8
Kerala,23560,30683,8489,260.6,318.0,27,7,1,867,283504,933,8.44,7.740187,4211.331917,10.43,96787.55,37.08,5,12,6.51,11
Madhya Pradesh,64559,40339,2289,460.3,368.2,10,4,5,1393,202163,224,11.94,6.374232,1370.809573,13.51,261628.38,30.7,4,869,4.35,9
Chhattisgarh,27876,14985,910,392.9,424.3,6,6,6,5,266189,287,3.86,9.585524,4676.643782,36.94,185927.57,58.75,1,59,3.81,7
Jharkhand,46702,66014,6393,485.1,40.0,22,8,9,897,188142,535,23.52,1.412581,1312.849537,110.38,137481.13,33.51,3,856,3.15,15
Odisha,32580,45586,7017,210.0,300.4,17,8,9,308,147736,833,4.95,6.744254,2897.376406,79.77,145703.62,48.95,2,110,3.27,5
Telangana,41118,82899,7666,217.1,409.5,25,9,0,1761,40730,27,0.77,8.693957,3943.750795,168.41,321032.26,47.51,10,806,5.72,10
Andhra Pradesh,78558,92974,8275,234.9,467.2,10,0,9,485,174089,135,6.86,0.999612,271.626537,141.81,230706.46,45.41,4,976,8.16,17
Uttar Pradesh,60283,23827,681,169.3,302.4,19,0,8,1846,203727,27,1.51,4.456421,1266.775348,132.49,293186.26,54.3,2,242,6.2,8
Delhi,38069,88441,8523,249.1,160.5,28,0,7,1597,208453,615,2.22,6.188331,3042.602136,179.24,259530.59,44.39,6,982,7.75,5
Karnataka,12666,50612,1233,181.9,381.7,25,9,2,1826,93453,23,19.91,2.434342,1955.505134,163.55,245366.11,24.6,3,675,8.47,7
Bihar,11529,70094,6687,187.3,374.9,14,6,4,119,43994,237,6.19,5.654308,3730.515855,109.42,172946.47,51.2,8,218,3.06,18
Maharashtra,8440,31765,4813,214.0,84.8,3,2,5,440,162188,815,5.37,2.315979,524.54853,218.11,147479.25,23.76,7,453,6.77,3
Rajasthan,48622,87966,5806,55.3,414.1,4,7,8,749,110366,828,9.93,6.578111,2812.225948,67.69,322184.03,62.08,9,218,6.73,10
Tamil Nadu,37773,17033,888,488.6,345.1,0,4,8,548,72836,535,8.76,5.073462,2213.118793,28.34,283619.66,62.89,2,540,8.72,1
Assam,39051,85766,9458,93.9,190.7,22,8,7,1505,208392,150,19.42,7.665277,4105.696584,132.98,291803.83,28.33,7,598,7.38,12
West Bengal,74120,32864,5648,270.0,164.2,12,3,9,970,242778,639,6.4,7.340627,3119.336216,233.64,288314.71,74.5,5,148,7.33,12
Haryana,77989,13663,9133,9.3,287.4,9,4,2,958,140051,478,22.03,9.355236,3156.698279,215.31,260126.87,67.22,5,62,8.8,18
Uttarakhand,34016,2151,914,222.9,360.8,21,4,6,264,186380,91,24.2,0.286435,2162.047246,230.96,136357.92,23.37,7,126,3.72,11
Gujarat,70117,111010,9270,279.9,439.5,17,5,8,1857,222259,472,13.32,3.866894,1393.334675,113.4,156396.96,65.55,1,873,4.68,14
Punjab,64919,56551,1303,55.5,414.7,4,3,9,1790,174294,977,23.12,6.432832,3340.527065,5.89,191238.19,45.27,5,415,7.49,9
Kerala,63579,62763,1533,240.9,73.5,4,1,0,482,140592,338,2.83,8.790141,2262.045571,132.95,14575.44,61.74,6,651,4.17,9
Madhya Pradesh,14831,91295,1693,181.3,353.5,1,2,2,1110,262014,889,20.54,5.204097,359.135387,102.52,112865.71,67.77,5,472,3.29,15
Chhattisgarh,35256,37286,9217,397.7,213.9,19,7,6,812,44518,12,11.54,3.721837,2307.103753,132.94,141490.0,37.63,6,767,3.0,13
Jharkhand,8856,25733,3427,97.5,298.5,9,3,3,234,215326,958,16.5,7.902991,2593.893602,36.84,174894.06,81.66,7,903,5.52,7
Odisha,69496,109425,2742,114.1,102.4,23,4,0,871,231109,233,1.87,4.919077,3048.96089,55.97,285322.7,56.65,9,792,5.19,3
Telangana,38120,79791,8100,150.6,496.0,18,4,6,686,291163,95,11.14,8.692734,783.770221,115.85,301092.38,61.22,8,388,6.27,14
Andhra Pradesh,76328,34665,9538,286.3,13.3,18,6,7,365,25687,471,24.03,5.168952,245.796703,14.5,223057.42,85.23,7,546,5.06,11
Uttar Pradesh,25572,5676,469,154.5,183.8,14,9,3,149,204472,175,24.27,6.560968,4311.655017,54.3,329929.49,65.44,1,309,8.45,4
Delhi,52297,102962,4821,29.7,50.6,7,0,4,385,215502,309,10.94,3.376267,474.702494,202.27,272922.36,58.5,7,834,3.24,6
Karnataka,57277,50945,3543,482.4,81.8,14,6,2,1044,14040,120,3.5,2.769328,202.580462,52.62,166618.46,57.23,10,446,3.13,4
Bihar,12736,84413,4361,68.1,289.2,15,4,8,408,53025,881,21.72,6.060266,3350.836515,69.31,37993.9,76.14,1,572,7.28,19
Maharashtra,41677,24302,2941,260.8,456.0,23,9,9,794,67269,255,23.38,4.909003,4766.463511,146.96,323309.71,38.74,2,853,3.94,11
